,tweet_count,tweet_comp_score,tweet_date,tweet_neg_score,tweet_neu_score,tweet_pos_score,tweet_source,tweet_text
134,134,0.0,Mon Jul 09 23:15:00 +0000 2018,0.0,1.0,0.0,CBS News,"All in a day's work: When the Texas heat got to a senior citizen doing his yard work, a responding fireman to the 9… https://t.co/EXmQPPMX7Z"
135,135,0.0,Mon Jul 09 23:01:33 +0000 2018,0.0,1.0,0.0,CBS News,"""Hey, will you marry me again?"": California couple describes finding wedding ring in ashes of burned-down home… https://t.co/KH8IurR7Qe"
136,136,-0.7783,Mon Jul 09 22:56:50 +0000 2018,0.274,0.726,0.0,CBS News,British police today retraced the steps of a man and woman poisoned by a nerve agent. The woman died yesterday. Det… https://t.co/nYf30XjXTx
137,137,-0.7506,Mon Jul 09 22:53:54 +0000 2018,0.274,0.726,0.0,CBS News,"In Japan, a massive search-and-rescue operation is underway for victims of the worst flooding there in 35 years. Mo… https://t.co/Um0MWMfGTC"
138,138,0.1027,Mon Jul 09 22:51:38 +0000 2018,0.0,0.935,0.065,CBS News,"In court today, the government admitted they will not be able to meet a federal judge's guidelines to reunite all c… https://t.co/5P3syoD7m2"
139,139,0.4019,Mon Jul 09 22:48:04 +0000 2018,0.0,0.87,0.13,CBS News,"@CBSNews ""Dad and mom, are waiting to set up your birthday party. Quickly make yourself healthy."" @annawerner reads… https://t.co/porgxZhaQb"
140,140,0.0,Tue Jul 10 03:25:06 +0000 2018,0.0,1.0,0.0,CNN,J.M. Smucker is offloading the Pillsbury Doughboy and other baking brands https://t.co/xcHkjhULIX https://t.co/mcSkSlzXS7
141,141,-0.4215,Tue Jul 10 03:22:32 +0000 2018,0.144,0.775,0.081,CNN,"RT @CNNTonight: ""The truth is, this pick is a disaster for the American people. The reality is, that ... Brett Kavanaugh is a judge ... who…"
142,142,0.0516,Tue Jul 10 03:16:02 +0000 2018,0.149,0.69,0.161,CNN,The Senate fight for Brett Kavanaugh's #SCOTUS confirmation is already in progress https://t.co/RpyqSKUpW4 https://t.co/2AZZOaK4VJ
143,143,0.0,Tue Jul 10 03:09:08 +0000 2018,0.0,1.0,0.0,CNN,"Meet Lei Jun, the CEO mastermind behind Chinese smartphone maker Xiaomi https://t.co/N6AK35utV3 https://t.co/npzx074FLW"
144,144,0.5574,Tue Jul 10 03:08:02 +0000 2018,0.0,0.753,0.247,CNN,Where Supreme Court nominee Brett Kavanaugh stands on key issues https://t.co/cCotNbOLZV https://t.co/DOMQVkW4qU
145,145,-0.296,Tue Jul 10 03:07:43 +0000 2018,0.095,0.905,0.0,CNN,"RT @CNNTonight: ""This is his version of July 4th, which is Independence Day...he's no longer going to take a bullet for the President...he'…"
146,146,0.5574,Tue Jul 10 03:01:03 +0000 2018,0.0,0.769,0.231,CNN,Donald Trump's remarkably predictable and practical Supreme Court pick | Analysis by @CillizzaCNN… https://t.co/ZnB40rLDi5
147,147,0.765,Tue Jul 10 02:49:25 +0000 2018,0.0,0.761,0.239,CNN,Divers and rescue workers in Thailand have begun what could be the final push to free four boys and their soccer co… https://t.co/wO6UoxPOUj
148,148,0.128,Tue Jul 10 02:44:57 +0000 2018,0.0,0.923,0.077,CNN,Trump #SCOTUS pick Brett Kavanaugh has a deep conservative legal record and has written that Presidents should be s… https://t.co/7KjzEZoCWa
149,149,0.508,Tue Jul 10 02:36:11 +0000 2018,0.076,0.757,0.167,CNN,"""Hey hey, ho ho! Kavanaugh has got to go!"" Outside the Supreme Court building in Washington, protesters chant to op… https://t.co/aDEiUJg3Ia"
150,150,0.0,Tue Jul 10 02:30:28 +0000 2018,0.0,1.0,0.0,CNN,A 5-month-old baby was left partially buried in the mountains of Montana for at least nine hours before being disco… https://t.co/xmPgLavTh4
151,151,0.6369,Tue Jul 10 02:20:13 +0000 2018,0.0,0.755,0.245,CNN,"Sen. Susan Collins said she will ""conduct a careful, thorough vetting"" for President Trump's new Supreme Court nomi… https://t.co/2G9RQR8VDC"
152,152,0.0,Tue Jul 10 02:17:09 +0000 2018,0.0,1.0,0.0,CNN,"RT @CNNPolitics: Trump’s SCOTUS nominee Brett Kavanaugh: “No President has ever consulted more widely, or talked with more people from more…"
153,153,-0.1779,Tue Jul 10 02:16:33 +0000 2018,0.141,0.747,0.112,CNN,The US Office of Special Counsel has opened a case file on whether Interior Secretary Ryan Zinke violated the Hatch… https://t.co/zupgQbjkvg
154,154,0.5574,Tue Jul 10 02:10:58 +0000 2018,0.0,0.854,0.146,CNN,"RT @CuomoPrimeTime: Supreme Court nominee Brett Kavanaugh is not “flagrantly against” Roe v. Wade, says CNN's @JakeTapper: ""I do not see an…"
155,155,0.3182,Tue Jul 10 02:07:01 +0000 2018,0.0,0.901,0.099,CNN,"Of the 113 Supreme Court justices in US history, all but six have been white men. If confirmed, Brett Kavanaugh wou… https://t.co/TJ3Q4fTH1I"
156,156,0.0129,Tue Jul 10 01:52:50 +0000 2018,0.0,0.954,0.046,CNN,"""What matters is not a judge's political views, but whether they can set aside those views to do what the law and t… https://t.co/bh42og9VpL"
157,157,0.6351,Tue Jul 10 01:44:53 +0000 2018,0.0,0.811,0.189,CNN,"""Hey hey, ho ho! Brett Kavanaugh must go!"" Activists gathered outside the Supreme Court building in Washington chan… https://t.co/uivQcv0Mxz"
158,158,0.872,Tue Jul 10 01:35:39 +0000 2018,0.0,0.632,0.368,CNN,"""Mr. President, I am grateful to you, and I'm humbled by your confidence in me,"" Supreme Court nominee Brett Kavana… https://t.co/hkSv5dZRvj"
159,159,0.7506,Tue Jul 10 01:31:19 +0000 2018,0.0,0.697,0.303,CNN,"RT @CuomoPrimeTime: “A moment that will certainly make history in the United States.”

Join #CuomoPrimeTime for analysis of President Trump…"
160,160,0.7906,Tue Jul 10 05:08:00 +0000 2018,0.0,0.667,0.333,Fox News,'Hooyah': Rescuers at Thai cave prepare for final push to save players after successful extractions https://t.co/kEKOXcehOQ
161,161,0.0,Tue Jul 10 05:00:00 +0000 2018,0.0,1.0,0.0,Fox News,"Judge Brett Kavanaugh: ""My judicial philosophy is straightforward— a judge must be independent and must interpret t… https://t.co/A2zTMn3v9B"
162,162,0.1531,Tue Jul 10 04:53:00 +0000 2018,0.194,0.631,0.175,Fox News,Kavanaugh nod touches off Supreme Court confirmation battle; Dems warn of 'deaths of countless women' https://t.co/zmbF4G7EGu
163,163,0.4019,Tue Jul 10 04:45:00 +0000 2018,0.0,0.838,0.162,Fox News,.@AlvedaCKing: “We must treat every student… as a human being and we must not discriminate.” https://t.co/VzbIsY1R2n
164,164,0.5106,Tue Jul 10 04:38:00 +0000 2018,0.0,0.82,0.18,Fox News,"In what Missoula County Sheriff's Office is calling a “miracle,” a 5-month-old infant survived about 9 hours being… https://t.co/VkMPaOx690"
165,165,0.296,Tue Jul 10 04:30:00 +0000 2018,0.0,0.82,0.18,Fox News,Michigan State football star to join US Air Force https://t.co/npiSBHbooL https://t.co/yRd4TXWSma
166,166,0.8834,Tue Jul 10 04:23:00 +0000 2018,0.0,0.623,0.377,Fox News,OPINION: We can trust Trump's Supreme Court pick Brett Kavanaugh to defend religious liberty -- our most sacred rig… https://t.co/RQtnWA7pOA
167,167,0.0,Tue Jul 10 04:15:00 +0000 2018,0.0,1.0,0.0,Fox News,".@POTUS: ""In keeping with President Reagan's legacy, I do not ask about a nominee's personal opinions. What matters… https://t.co/MiMxZ3ZWuj"
168,168,0.4019,Tue Jul 10 04:08:01 +0000 2018,0.0,0.863,0.137,Fox News,"On @foxandfriends, Rudy Giuliani sounded off on the special counsel's Russia probe, saying that ""they are investiga… https://t.co/f5P0vZlHnD"
169,169,0.3818,Tue Jul 10 04:00:22 +0000 2018,0.0,0.885,0.115,Fox News,"Tony Perkins: ""This president has kept his political promises, more so than any president that I've seen in my life… https://t.co/87tPC212cn"
170,170,0.875,Tue Jul 10 03:58:03 +0000 2018,0.0,0.615,0.385,Fox News,"Leonard Leo on Supreme Court Justice nominee Brett Kavanaugh: ""He's dedicated his entire life to defending the Cons… https://t.co/fkMbNgiWcZ"
171,171,0.0,Tue Jul 10 03:55:06 +0000 2018,0.0,1.0,0.0,Fox News,"Tony Perkins: ""We would not be having a discussion about a constitutionalist if @HillaryClinton were in the Oval Of… https://t.co/qvp3Z1r3SB"
172,172,-0.6249,Tue Jul 10 03:51:48 +0000 2018,0.429,0.394,0.177,Fox News,'Hell No on Kavanaugh': Left-Wing Protesters Blast Trump Supreme Court Pick https://t.co/21yiLiOEwF
173,173,-0.7096,Tue Jul 10 03:42:00 +0000 2018,0.312,0.688,0.0,Fox News,.@kayleighmcenany: Kavanaugh's nomination leaves red state Democrats with dilemma of a lifetime – betray their part… https://t.co/QFcVtoPfBF
174,174,0.6808,Tue Jul 10 03:38:03 +0000 2018,0.0,0.699,0.301,Fox News,".@KatiePavlich: ""The American people are smarter than the left gives them credit for."" @foxnewsnight https://t.co/eTPVs62fK7"
175,175,0.6597,Tue Jul 10 03:31:08 +0000 2018,0.0,0.795,0.205,Fox News,".@BenSasse: ""I think it would be great to see people on the left, who even if they want progressive goals that I do… https://t.co/ttMDscD82i"
176,176,0.6908,Tue Jul 10 03:25:32 +0000 2018,0.0,0.759,0.241,Fox News,".@BenSasse: ""This isn't the apocalypse. This is a chance to teach our kids basic civics and to celebrate checks and… https://t.co/S5WKDqgi1E"
177,177,0.2944,Tue Jul 10 03:20:51 +0000 2018,0.086,0.776,0.138,Fox News,".@BenSasse: ""Telling voters who you'd pick, it's a really good tradition and the President has stuck to his list so… https://t.co/85W7oZEpSo"
178,178,0.1531,Tue Jul 10 03:09:35 +0000 2018,0.0,0.88,0.12,Fox News,"""Not only would you want him to be a judge, you'd want him to be your neighbor,"" Senator @LindseyGrahamSC said abou… https://t.co/T4vRYgDQ3G"
179,179,0.3612,Tue Jul 10 03:08:55 +0000 2018,0.094,0.733,0.173,Fox News,Operation Rescue founder Randall Terry was confronted by a pro-abortion rights protester in front of the… https://t.co/SKXpKX6dxB
180,180,0.4404,Tue Jul 10 01:51:04 +0000 2018,0.0,0.868,0.132,The New York Times,"RT @hillhulse: Sen Schumer: ""I will oppose Judge Kavanaugh’s nomination with everything I have, and I hope a bipartisan majority will do th…"
181,181,-0.3612,Tue Jul 10 01:40:12 +0000 2018,0.143,0.857,0.0,The New York Times,"Breaking News: Migrant families cannot be held in long-term detention, a federal judge ruled, delivering a signific… https://t.co/rjNnnK2o6j"
182,182,0.5574,Tue Jul 10 01:37:05 +0000 2018,0.0,0.783,0.217,The New York Times,"RT @adamliptak: My profile of Judge Brett Kavanaugh, President Trump’s Supreme Court pick

https://t.co/WRNSd83mL1"
183,183,0.0,Tue Jul 10 01:27:06 +0000 2018,0.0,1.0,0.0,The New York Times,"RT @nytgraphics: In choosing Brett M. Kavanaugh, President Trump opted for a Washington insider who, according to at least one measure, may…"
184,184,0.0,Tue Jul 10 01:15:00 +0000 2018,0.0,1.0,0.0,The New York Times,Watch Judge Brett Kavanaugh speak live: https://t.co/EDWxIDIFKZ
185,185,0.5574,Tue Jul 10 01:04:31 +0000 2018,0.0,0.825,0.175,The New York Times,Breaking News: President Trump has selected Brett Kavanaugh for the Supreme Court. His confirmation would cement a… https://t.co/L00RPJM6YY
186,186,0.5574,Tue Jul 10 00:55:21 +0000 2018,0.0,0.854,0.146,The New York Times,"RT @nytpolitics: In a few minutes, President Trump will announce his Supreme Court nominee. We will have live video coverage. Tune in here:…"
187,187,0.0,Tue Jul 10 00:47:04 +0000 2018,0.0,1.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/T2FLo7N66x
188,188,0.0258,Tue Jul 10 00:32:06 +0000 2018,0.105,0.786,0.109,The New York Times,"Migrants have been found in duffel bags, toolboxes and washing machines, as smugglers go to ever greater lengths to… https://t.co/L6IXA7d1dS"
189,189,-0.7506,Tue Jul 10 00:17:05 +0000 2018,0.218,0.782,0.0,The New York Times,"RT @nytopinion: Bill Shine was too tainted by sexual harassment scandal to keep working at Fox News. Now he works in the White House, write…"
190,190,-0.7096,Tue Jul 10 00:02:06 +0000 2018,0.266,0.734,0.0,The New York Times,"The former driver for Donald Trump accused him and the Trump Organization of failing to pay him more than 3,000 hou… https://t.co/A2as0UVeh3"
191,191,0.9423,Mon Jul 09 23:47:04 +0000 2018,0.0,0.533,0.467,The New York Times,"To celebrate 50 years of the Man Booker Prize, the public voted on the best book that ever won it https://t.co/bNbsI2Ukel"
192,192,0.4588,Mon Jul 09 23:32:06 +0000 2018,0.102,0.682,0.216,The New York Times,The internet has made finding other people with your health problem easier. “You can get a much better sense of wha… https://t.co/SoAAgGrdAJ
193,193,-0.4019,Mon Jul 09 23:17:04 +0000 2018,0.153,0.847,0.0,The New York Times,RT @kevinmdraper: Michele Roberts has read your cap smoothing arguments and thinks they’re bogus: https://t.co/kyOYQPuRR4 https://t.co/MueQ…
194,194,0.0,Mon Jul 09 23:02:02 +0000 2018,0.0,1.0,0.0,The New York Times,McKinsey has ended a lucrative consulting contract with ICE. A Times report about the firm’s work prompted question… https://t.co/Kr7lFlGw0O
195,195,0.0,Mon Jul 09 22:47:03 +0000 2018,0.0,1.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/V9LSLRb4P6
196,196,-0.296,Mon Jul 09 22:32:05 +0000 2018,0.109,0.891,0.0,The New York Times,"Starbucks will stop using disposable plastic straws by 2020, eliminating more than one billion straws a year, the r… https://t.co/pN2Oiij9OA"
197,197,0.7783,Mon Jul 09 22:17:08 +0000 2018,0.0,0.709,0.291,The New York Times,"RT @SamSifton: Please welcome @alisoneroman to the dance floor. Her new column @nytimes is like a modern version of Pierre Franey's ""60 Min…"
198,198,-0.6908,Mon Jul 09 22:02:03 +0000 2018,0.222,0.778,0.0,The New York Times,A utility company cut off power to the home of a woman who used an oxygen tank to breathe. She died 6 hours later. https://t.co/GcsXiNmbYy
199,199,0.5574,Mon Jul 09 21:46:06 +0000 2018,0.0,0.769,0.231,The New York Times,Here's what to watch for ahead of Trump's Supreme Court nominee announcement https://t.co/UJHUps8IGV
200,200,-0.5994,Mon Jul 09 10:18:03 +0000 2018,0.394,0.606,0.0,BBC News (World),Ethiopia and Eritrea declare war over https://t.co/iZxKy5YgjZ
201,201,-0.0258,Mon Jul 09 10:10:28 +0000 2018,0.182,0.642,0.176,BBC News (World),Cave rescue: Who are the 12 boys and their coach trapped in Thailand? https://t.co/lTlBOpE974
202,202,-0.5423,Mon Jul 09 09:53:57 +0000 2018,0.39,0.44,0.17,BBC News (World),France's Marine Le Pen condemns 2m-euro party funding block https://t.co/2cDqbzDaUL
203,203,-0.2023,Mon Jul 09 09:14:16 +0000 2018,0.167,0.833,0.0,BBC News (World),South Africa ex-President Jacob Zuma's son charged with corruption https://t.co/aZc0IuGfQB
204,204,-0.8979,Mon Jul 09 09:11:38 +0000 2018,0.609,0.391,0.0,BBC News (World),India Delhi bus gang rapists lose death row plea https://t.co/VgbanDCY78
205,205,0.4215,Mon Jul 09 08:06:38 +0000 2018,0.0,0.872,0.128,BBC News (World),"RT @BBCBreaking: #ThaiCaveRescue: Four boys rescued last night now in quarantine in Chiang Rai hospital, local officials say 

Live updates…"
206,206,0.5106,Mon Jul 09 07:53:47 +0000 2018,0.0,0.858,0.142,BBC News (World),"RT @BBCBreaking: Follow the latest developments on day two of the #ThaiCaveRescue as effort to rescue nine remaining people resumes

https:…"
207,207,0.0,Mon Jul 09 07:49:39 +0000 2018,0.0,1.0,0.0,BBC News (World),First eastern quolls born in Australian wild for half a century https://t.co/QVEGOyxmr9
208,208,-0.1531,Mon Jul 09 07:02:32 +0000 2018,0.06,0.94,0.0,BBC News (World),"RT @BBCBenThompson: As more and more of us work on the move with a laptop and wifi, what would you miss most about the office? Your colleag…"
209,209,-0.6249,Mon Jul 09 05:54:27 +0000 2018,0.272,0.728,0.0,BBC News (World),Rohingya crisis: Myanmar to try Reuters journalists who reported on massacre https://t.co/OTszRdHxbk
210,210,-0.34,Mon Jul 09 05:21:23 +0000 2018,0.255,0.745,0.0,BBC News (World),Sydney restaurant 'dumped' drunk customers on street https://t.co/fInGQnkupZ
211,211,0.7579,Mon Jul 09 05:11:14 +0000 2018,0.0,0.581,0.419,BBC News (World),Cave rescue: The dramatic mission to save boys in pictures https://t.co/NzG8NeyyoT
212,212,-0.5106,Mon Jul 09 04:49:18 +0000 2018,0.323,0.677,0.0,BBC News (World),India trains delayed due to 'drunk and asleep' station master https://t.co/eIOu2vp9dm
213,213,-0.6486,Mon Jul 09 04:15:24 +0000 2018,0.323,0.677,0.0,BBC News (World),Japan floods: At least 100 dead in record rainfall https://t.co/SyQmfJ7R2J
214,214,0.1779,Mon Jul 09 03:07:32 +0000 2018,0.0,0.748,0.252,BBC News (World),What psychological challenges await the 12 Thai boys? https://t.co/qJ5ZgAj7ZN https://t.co/8fjkcjyI3A
215,215,0.5542,Mon Jul 09 01:55:50 +0000 2018,0.0,0.848,0.152,BBC News (World),"RT @BBCNewsAsia: @BBCWorld ""This is a hugely high-profile rescue attempt and Thailand knows the world is watching. It has embarked on a dan…"
216,216,0.25,Mon Jul 09 01:41:16 +0000 2018,0.0,0.905,0.095,BBC News (World),Cave divers in Thailand are poised to restart the high-risk operation to extract the remaining eight boys and their… https://t.co/5PFFmvd9B4
217,217,-0.1027,Mon Jul 09 00:20:45 +0000 2018,0.209,0.608,0.182,BBC News (World),Maedeh Hojabri: Iran women dance in support of arrested teen https://t.co/271qSExFXg
218,218,0.5106,Mon Jul 09 00:13:32 +0000 2018,0.0,0.752,0.248,BBC News (World),Thai cave rescue: Remaining boys wait for operation to resume https://t.co/ObDb71h5pD
219,219,0.34,Sun Jul 08 23:53:34 +0000 2018,0.099,0.704,0.197,BBC News (World),"How the people of Delhi saved 16,000 trees from the axe https://t.co/6Kb3zOEJFu"
220,220,0.4215,Mon Jul 09 22:42:59 +0000 2018,0.0,0.882,0.118,CBS News,"Over the past two days, eight young soccer players have been led to safety from deep inside a flooded cave in Thail… https://t.co/h8fb7Nt6vF"
221,221,-0.3818,Mon Jul 09 22:38:57 +0000 2018,0.133,0.867,0.0,CBS News,"The moment the SCOTUS nominee is announced, the battle for confirmation will begin. The Republicans hold a two-seat… https://t.co/ZrosunCilE"
222,222,0.3182,Mon Jul 09 22:36:08 +0000 2018,0.0,0.901,0.099,CBS News,White House sources tell CBS News President Trump had a short list of four for his Supreme Court nominee but is foc… https://t.co/Rvr2IC0D25
223,223,0.5106,Mon Jul 09 22:24:38 +0000 2018,0.0,0.82,0.18,CBS News,Thai Navy SEAL team posts touching photo during international effort to rescue boys from cave… https://t.co/uK0dtygnXJ
224,224,-0.34,Mon Jul 09 22:09:34 +0000 2018,0.124,0.876,0.0,CBS News,"Moments after a gunman opened fire in the Capital Gazette newsroom last month, reporter Wendi Winters grabbed a tra… https://t.co/IAUE7nUp0V"
225,225,0.3182,Mon Jul 09 21:51:06 +0000 2018,0.079,0.788,0.133,CBS News,"""I almost couldn't believe it"": Tiffany Haddish was moved to tears when her friend, Tyler Perry, gifted her a new c… https://t.co/PyMeTDR2DM"
226,226,0.5267,Mon Jul 09 21:34:21 +0000 2018,0.0,0.848,0.152,CBS News,"""The bottom line is, whoever [President] Trump picks will be more conservative than was Justice Kennedy and that is… https://t.co/Q6nHizt7Hi"
227,227,0.6597,Mon Jul 09 21:27:23 +0000 2018,0.0,0.803,0.197,CBS News,"""I honestly think that if it is one of the four they will be relatively easily confirmed. I think we need to go in… https://t.co/1I8vMTOhA9"
228,228,-0.3612,Mon Jul 09 21:20:33 +0000 2018,0.119,0.823,0.058,CBS News,"""They do not have the votes within themselves to block the nominee from being cleared. A lot of this will be litiga… https://t.co/f7HKcUuOQy"
229,229,0.0,Mon Jul 09 21:15:55 +0000 2018,0.0,1.0,0.0,CBS News,"""I think the key votes here are Murkowski and Collins, these are Republican senators that have been pro-abortion re… https://t.co/0CbYOgnAQJ"
230,230,0.8074,Mon Jul 09 21:04:51 +0000 2018,0.0,0.696,0.304,CBS News,"While medical teams try to ensure the boys rescued from the Thai cave are in good physical condition, experts say t… https://t.co/89VSHgkbiD"
231,231,-0.9246,Mon Jul 09 20:49:40 +0000 2018,0.526,0.474,0.0,CBS News,Suspect arrested in violent attack on New York City subway train that left victim with fractured skull… https://t.co/uwxkfF8dlb
232,232,0.6705,Mon Jul 09 20:34:47 +0000 2018,0.0,0.776,0.224,CBS News,An Illinois man is helping the Thai military with his groundwater expertise to rescue the 12 boys and their soccer… https://t.co/x48cWELc9o
233,233,0.7184,Mon Jul 09 20:20:38 +0000 2018,0.0,0.739,0.261,CBS News,Welcome to Los Angeles? A mural dedicated to new Laker LeBron James was vandalized soon after it was finished… https://t.co/hdbRue45iu
234,234,0.5267,Mon Jul 09 20:00:30 +0000 2018,0.0,0.794,0.206,CBS News,Hyatt Hotels joins growing count of companies and government entities moving to eliminate plastic straws in favor o… https://t.co/lvwQzuEMfv
235,235,0.5574,Mon Jul 09 19:51:23 +0000 2018,0.0,0.825,0.175,CBS News,"Senate Majority Leader Mitch McConnell on Supreme Court vacancy: ""Decade after decade, nominee after nominee, the f… https://t.co/pbuLurnLSs"
236,236,0.0,Mon Jul 09 19:40:27 +0000 2018,0.0,1.0,0.0,CBS News,"WONDER-FUL: Dressed as Wonder Woman, Gal Gadot visited kids in a children's hospital, channeling her inner superher… https://t.co/zjDIsmtwYi"
237,237,0.5574,Mon Jul 09 19:15:05 +0000 2018,0.0,0.841,0.159,CBS News,"Sen. Schumer (D-NY) on @POTUS choice for Supreme Court nominee: ""It is near impossible to imagine that President Tr… https://t.co/Thueg5Lxh4"
238,238,-0.5574,Mon Jul 09 19:09:24 +0000 2018,0.159,0.841,0.0,CBS News,A white Memphis woman was fired from her at an apartment development job after she was recorded calling the police… https://t.co/Oyfqtv5RTi
239,239,-0.6705,Mon Jul 09 18:30:18 +0000 2018,0.2,0.8,0.0,CBS News,"WATCH: Stunt showman Travis Pastrana nails three legendary Evel Knievel jumps, one of which nearly killed the famou… https://t.co/s2tHg3s56u"
240,240,0.0,Tue Jul 10 01:30:22 +0000 2018,0.0,1.0,0.0,CNN,Senate Minority Leader Chuck Schumer released a statement opposing Brett Kavanaugh's nomination just moments after… https://t.co/8rHjHm9pGa
241,241,0.765,Tue Jul 10 01:22:23 +0000 2018,0.0,0.708,0.292,CNN,"Supreme Court nominee Brett Kavanaugh said he's grateful to President Trump for the selection.

""Mr. President, I a… https://t.co/jEdAEju7ct"
242,242,0.5574,Tue Jul 10 01:19:34 +0000 2018,0.0,0.825,0.175,CNN,"President Trump, who just nominated Brett Kavanaugh to the Supreme Court, said he has ""impeccable credentials, unsu… https://t.co/T1OhrLSZ5R"
243,243,0.0,Tue Jul 10 01:15:40 +0000 2018,0.0,1.0,0.0,CNN,"RT @CNNPolitics: Kavanaugh, 53, is a judge on the US Court of Appeals for the DC Circuit and Yale Law School graduate who previously served…"
244,244,0.5574,Tue Jul 10 01:14:18 +0000 2018,0.0,0.806,0.194,CNN,President Trump announces Brett Kavanaugh as his nominee to fill the Supreme Court vacancy https://t.co/888nu9fyGC https://t.co/dPLs3nasgU
245,245,0.5574,Tue Jul 10 01:11:27 +0000 2018,0.0,0.816,0.184,CNN,BREAKING: President Donald Trump announces Brett Kavanaugh as his nominee to fill the Supreme Court vacancy… https://t.co/kpp4RyIPHr
246,246,0.5574,Tue Jul 10 01:03:09 +0000 2018,0.0,0.825,0.175,CNN,"The President is about to announce his nominee for the Supreme Court. Watch live: https://t.co/UYpqI3w42L

Follow l… https://t.co/Csw2mL1UbK"
247,247,0.5574,Tue Jul 10 00:56:02 +0000 2018,0.0,0.825,0.175,CNN,President Trump will announce his Supreme Court pick soon. Here's what we know about the leading candidates.… https://t.co/FVAHFYC975
248,248,0.0258,Tue Jul 10 00:44:42 +0000 2018,0.134,0.729,0.138,CNN,JUST IN: A federal judge rejected the Justice Department's request to change decades-old rules on how long the US c… https://t.co/YPfyMOggdc
249,249,-0.4588,Tue Jul 10 00:31:05 +0000 2018,0.125,0.875,0.0,CNN,"Bruises cover the face of Rodolfo Rodriguez, 91, who says he was attacked by a group of people while going for a wa… https://t.co/d34zcphHcy"
250,250,-0.1779,Tue Jul 10 00:21:08 +0000 2018,0.151,0.732,0.117,CNN,Senate Homeland Security Chairman Ron Johnson voiced deep frustration at the Department of Homeland Security's hand… https://t.co/zmw8jAkS2X
251,251,0.144,Tue Jul 10 00:11:32 +0000 2018,0.0,0.927,0.073,CNN,"RT @OutFrontCNN: ""I think this has been, frankly, the most transparent and intense President we've seen"" - Leonard Leo, outside adviser to…"
252,252,-0.4767,Tue Jul 10 00:11:07 +0000 2018,0.162,0.838,0.0,CNN,Justin Bieber has broken his silence about his relationship with Hailey Baldwin and confirmed their engagement… https://t.co/Y6lxT8wMSQ
253,253,0.5423,Tue Jul 10 00:01:06 +0000 2018,0.0,0.71,0.29,CNN,"Babies sleep better when they begin solid food early, study says https://t.co/1GQLxeis9t https://t.co/PcLMazEd5b"
254,254,-0.296,Mon Jul 09 23:59:01 +0000 2018,0.091,0.909,0.0,CNN,"RT @OutFrontCNN: ""A judge has no business in inserting their personal preferences ... so what we think personally about abortion or any oth…"
255,255,-0.2263,Mon Jul 09 23:51:06 +0000 2018,0.095,0.905,0.0,CNN,President Trump's former personal driver of more than 20 years has filed a lawsuit against the Trump Organization a… https://t.co/bE8om5ypsq
256,256,0.0,Mon Jul 09 23:41:06 +0000 2018,0.0,1.0,0.0,CNN,Democratic Sen. Jon Tester of Montana said he is open to voting for any of President Donald Trump's potential Supre… https://t.co/BFbimfL6Om
257,257,0.5574,Mon Jul 09 23:31:05 +0000 2018,0.0,0.796,0.204,CNN,Soybeans were the United States' top agricultural export to China in 2017. US soybean farmers say tariffs in China… https://t.co/jhrm8vUoOz
258,258,0.4871,Mon Jul 09 23:22:33 +0000 2018,0.083,0.715,0.202,CNN,"RT @OutFrontCNN: ""Am I encouraged by a President who ripped children out of the arms of their mother? ... Am I encouraged? No, I am outrage…"
259,259,-0.5423,Mon Jul 09 23:21:06 +0000 2018,0.211,0.717,0.072,CNN,A Florida man had a heart attack while laying sod in his front yard to avoid getting a fine from his homeowner's as… https://t.co/sjBirFfwIu
260,260,0.8074,Tue Jul 10 03:05:00 +0000 2018,0.0,0.64,0.36,Fox News,".@SpeakerRyan called President @realDonaldTrump's Supreme Court nominee Brett Kavanaugh ""an excellent choice"" in a… https://t.co/7ONZGN2YzI"
261,261,-0.1027,Tue Jul 10 02:59:00 +0000 2018,0.069,0.931,0.0,Fox News,".@POTUS shook hands with Judge Brett Kavanaugh his #SupremeCourt nominee, in the East Room of the @WhiteHouse on Mo… https://t.co/yfLQ3u2vT1"
262,262,0.5574,Tue Jul 10 02:56:25 +0000 2018,0.0,0.854,0.146,Fox News,".@VP Mike Pence reacted to @POTUS' nomination of Judge Brett Kavanaugh to the Supreme Court, saying he is ""a man of… https://t.co/F3Bx4aBKt9"
263,263,0.0,Tue Jul 10 02:46:03 +0000 2018,0.0,1.0,0.0,Fox News,"RT @FoxNewsResearch: SCOTUS Nominations by President:

•Reagan: 5
—Confirmed: 4

•GHW Bush: 2
—Confirmed: 2

•Clinton: 2
—Confirmed: 2

•GW…"
264,264,0.7783,Tue Jul 10 02:46:00 +0000 2018,0.0,0.673,0.327,Fox News,"President @realDonaldTrump praised his nominee for the Supreme Court, Judge Brett Kavanaugh, during the announcemen… https://t.co/PvfJz9MFlx"
265,265,-0.4404,Tue Jul 10 02:41:52 +0000 2018,0.371,0.629,0.0,Fox News,OPINION: Democrats will fight hard to stop Kavanaugh but he has few vulnerabilities. https://t.co/UnPQGSUTqP
